label,tokenized
1,월말 사다 이제야 청소 하다 사용 해보다 정말 보드랍다 먼지 없다 같다 디깅용 모모 파다 용하다 같다
0,맛조개 해감 잘해야 하다 듯 시간 해감 하다 먹다 직 직 배송 신선도 좋다
0,별로 이다 기대 넘다 게
0,완전 비추다 기상 상황 주일 이상 배송 연기 미사일 오징어 배송 맛 로고 포장 뜯다 완전 실망 이다
1,배송 빨 좋다 역시 명품 빤스 달라 다르다 재질 마감 로고 주다 깊다 인상 제 앞 인생 좋다 파트너 되다 같다 추가 구매 하다 파다 쇼
1,재다 받다 습니 잘쓰다
1,좋다 좋다 요 좋다 돟
1,좋다 퀄리티 좋다 마감 처리 깨끗하다 펴다 집안 구가 하얀색 아니다 나무 색 섞이다 사다 어울리다 좋다 맘 쏙드네 생각 크다
1,저렴하다 흡수 좋다
1,매번 구매 하다 감사 하비다
1,탄산 많다 않다 부드럽다 좋다
0,사이즈 조견 표 되다 하다 저 좀 작다 체격 있다 사람 참조 하다 필요 있다
0,배송 건 밑 플라스틱 부분 깨다 오다 포장 신경 좀 쓸다 좋다 물건 간단하다 사용 하다 좋다
1,배송 빠르다 중 사이즈 활용 도도 좋다
1,아이 학교 개학 준비물 사다 캡 되어다 아이 편하다 용하다 있다 좋다
0,그냥 그렇다 추천 그닥
1,배송 빠르다 믐믐
1,두껍다 한장 뽑다 써다 괜찮다 만족하다
0,뱃살 하나 가다 줌
0,운동 중 고리 부분 결부 삐지다 나오다 찢다 끊어지다 운동 시 연결 부분 꼭 확인 운동 하다
1,역시 좋다 파다
0,친구 놀다 가면 색상 별로 하나 사다 싸다 이유 있다 같다 습 니당다 입 생각 살다 비추다
0,재다 단 단 구매 하다 단 불량 요
0,상품 찌그러지다 오다
1,개다 노트 사용 중 이다 연결 되다 파랑 불 충전 중이 녹색 불 들어오다 거치 하다 고속 무선 충전 중 뜨다 충전 자다 되다 귿 유선 충전 필요없다
1,고무줄 넉넉하다 든든하다 딸 자다 쓰다 있다 올리다 머리 집게 구멍 커서 올리다 머리 하다 때 단단하다 느낌 약하다
1,주도 넉넉하다 좋다
1,조용하다 차갑다 부드럽다
1,배송 빠르다 탁 상위 크리스마스 분위기 물씬 나다 받다
1,가루 액체 모두 있다 좋다 계량 스푼 양쪽 있다 적 정량 쓰기 좋다
0,전 파인애플 맛 시키다 오렌지 오다 오렌지 맛 파인애플 맛 개 시키다 좀 확인 좀 해주시 보내다
1,배송 빨르다 고기 좋아하다 같다
0,외출 복 안되다 잠옷 입다
0,가성 비 별로 오
0,별 개도 아깝다 고정 자다 안되다
0,별로 효과 없다 안되다 그냥 냄비 받침 쓰다
1,믿다 용하다 제품 감사하다 따뜻하다 가다 좋다
1,이쁘다 잘쓰다 볼 용
1,사이즈 정사 이즈 신다
0,기대하다 아니다 같다 쓰다 보다 세다 부부 아쉽다
1,빨 빨르다 굿
0,손재주 좀 있다 친구 달 주다 거울 울다 멀리 보다 가관 전문가 수준 분 설치 하다 되다 같다
1,달 사용 하다 견고하다 문제 없다
0,배송 빨르다 위 판 안쪽 미묘하다 튀어나오다 쇠 있다 그물 망 설치 하다 장력 세다 그렇다 의자 다리 안 모이다 그물 망 최대한 올리다 장 착하다
0,비추다 천하다 안 흰색 끈 보이다 아이보리 시키다 핑크 개 오다 설마 진짜 아이보리 라면 아이보리 색인 모르다 써다 겁니다 핑크
0,로 구우 되다 마법 이정 중량 빠지다 모르다 시키다 먹다 나서다 놀라다 초벌 곱창 구입 하다 거 많다 하다 구입 굽다 곱 빠지다 나가다 내 왜 초벌 안 구입 하다 자괴 감 오다
1,요즘 여름 간편하다 입다 좋다 원피스 자주 찾다 되다 입다 편하다 입다 잇다 활동 하다 좋다 자주 이다 하다
0,포장 상태 엉망
1,주문 상품 다른 상품 배송 되어다 데 수거 추가 다시 보내다 배송 빠르다 실수 대처 빠르다 친절하다 기분 좋다 먹다 있다 먹다 또 주문 하다 오다
0,붙이다 힘드다
0,충전 배터리 혼자 자주 꺼지다 인강 때 충전 속도 느리다
0,박음질 성의 없다 비치다
0,고민 해보다
1,은근 들어가다 인테리어 용 예쁘다
1,잘쓰다 좋다 듯해
1,재다 항상 애용 제품 배송 빠르다 가격 도조 염
0,불편 햇
1,배송 빠르다 마음 들다
1,재다 항상 쓰다 제품 넘다 좋다
1,생각 가방 가볍다 수납 공간 많다 좋다
0,컬러 가격 더 나가다 더 좋다 생각 해 사다 낮 아예 안보 여요 진짜
0,별로 말리 이동해 무릎 보호대 용도 쓸모 없다 벨 크다 타입 괜찮다 실패하다
1,펜 되어다 쓰기 편하다
1,항상 감사하다 파다
1,호환 되다
0,역시 음식 주문 안되다
0,사진 참고 하다 자다 먹다
0,모르다 잘살다 건지다
0,안 번지 다해 개 사다 자다 번 지다
0,썩다 이상 되다 자마자 박스 끄다 펼치다 이렇다 대부분 썩다 박스 시키다 박스 들다 고구마 다르다 포장 다르다 귀찮다 반품 하다 맛 있다
1,굿굿 맞춤 제작 생각 배송 빨 좋다 화징실 하다 깔끔하다 분위기 확 달라지다 용
0,사고 나다 바로 세 이다 짜증나다
0,사다 불 들어오다
0,신축 없다 불편
1,기존 써다 보다 거구 용량 커서 좋다 애매하다 크기 오히려 거 살다 나다
0,만약 장 제작 하다 방염 비도 장 값 받다 자르다 장 하다 방염 비 보호대 모두 배 받다 재료 비다 같다 장 하다 배 받다
0,주문 한지 한참 뒤 품절 연락 서다 다른 제품 교환 하다 제품 이다 받다 있다 물어보다 일주일 지나다 보내다
1,재다 아기 자다 먹다 또 구매 하다
0,삼성 순정 충전기 나다 로 생각 하다 사다 실제 차이 있다 모르다
0,그냥 그렇다 별 효과 없다
0,익다
0,뒤 아프다 뒤 아프다
1,매일 듬뿍 바르다
1,먹다 보다 않다 좋다
1,굳다 저렴하다 가격 깔깜하 괜찮다 좋다 거 같다 괜찮다 굳다 굳다 굳다 좋다 굳다 굳다 좋다
1,좋다 사무실 잘쓰다
1,옷 입다 바로 거울 보다 잇다 정말 좋다 슬라이딩 완전 부드럽다 않다 가격 대비 만족하다
1,튼튼하다 굉장하다 맘 듭니
0,꽤 사용 하다 솔직하다 자다 모르다 곘
0,재다 몇번 쓰다 접다 우산 살이 꺾다 망가지다 임시 방편 휜 부분 빼다 찌 펴다 쓰다 쓰다
0,예전 맛 아니다 맛없다 딱딱하다
1,생각 사이즈 크다 좋다
1,자다 먹다 있다 다이어트 성공 위 하다
1,빠르다 배송 감사하다 상품 하자 맘 들다
0,판매 이미지 생각 하다 이미지 달라 평점 낮다 드리다
1,길이 조절 가능하다 색상 맘 들다
0,재다 두번째 구매 하다 첫 마찬가지 비즈 포장 터지다 오다 개 누락 돼다 다시 받다 며칠 더 기다리다
1,재다 구매 완전 맛있다 간편 행
0,터치 버클 주지 안다
1,재다 아기 파스퇴르 먹다 싸이 별로 사서 먹다
1,알다 언니 써다 써다 보다 좋다 구매 하다 돼다 역시 좋다
1,무료 체험 찰떡 요조 이콘 분리 안 인 놀리다 사다
1,좋다 배송 빠르다 원하다 기장 두께 감다 생각 얇다
1,포장 좀 더 안전하다 상세 설명 올리다 해주다 좋다
1,비싸다 사다 오프라인 더 싸다 예전 작다 튜브 나오다 때 써다 굉장하다 좋다 기억 있다 햇
1,작다 휴대 하다 편리하다
0,벨벳 먼지 손 묻다 심하다 검은색 더 심하다 해 플라스틱 더 좋다 듯 해
1,아기 때문 사용 해봤다 제품 제일 쓰기 좋다 같다
0,설명 내용 이해 자다 안되다 정도 간단하다 기재 되어다 설치 하다 작동 되다 건지다 구심 가다
0,생각 크다 싸구려 질 여
1,어르신 좋아하다 계속 사 드리다 가격 조금 더 저렴하다 좋다
0,왜 몸 안좋다 글루타민산 나트륨 넣다 찝찝하다
1,재다 좋다 좋다 맘에듭니
1,받다 보고 구성 좋다 아보 하나 더 주문 하다 하다
0,롭 다재 의사
0,먹기 불편하다 하루 한번 먹다 제품 많다 하루 세번 먹다 되다 힘들다 먹다
0,재다 유통 기한 잉 로부터 개월 년 월 제품 보내다 여기 양고기 자주 사먹다 먹다 만해 꼬치 주문 해보다 실망 일단 귀찮다 반품 하다
1,요가 시작 하다 구입 하다 가격 싸다 기다 팔이 블랙 날씬하다 보이다 세탁 하다 변형도 없다
1,잘뽑혓
0,싼값 하다 차라리 가다 입어보다 살다 나다
0,에어 쿠션 하다 사다 에어 없다 족저근막염 구매 하다 아무 소용 없다
1,귀엽다 동글동글 색감 예쁘다 편하다 머리 자다 찝힙니당
0,지워지다 않다 여기저기 긁다 힌 자국 흰색 티 잘나다
1,배송 좋다 맛 요 자다 먹다
0,주문 확인 하다 않다 내주다 대해 빵점 이다
1,잘쓰다 습 니당다
1,바로 오다 바람 막다 좋다 바람 때문 좀 휘 기다 하다
1,적당하다 맵다 적당하다 맛 요 서비스 주다 감사하다
1,포장 진짜 꼼꼼하다 신선도 좋다
0,아러리
0,효과 없다 융
0,전선 햐얀 묻다 왼쪽 붉다 은색 물질 묻다 닦이다 같다 사용 하다 하다 소음 있다 만족 스럽다 않다
0,날 덥다 런가 배송 빠르다 오다 바닥 탄산수 병 녹다 새 버리다 바닥 종이 깔다 주다 젖다 바닥 종이 지저분하다 되다 포장 좀 신경 써주다
1,최고 이다 잘쓰다
0,별로 임 색도 잘못 오다
1,좋다 항상 믿다 브랜드 이다
0,파티션 설치 하니 모니터 하단 기울어지다 꺽 부분 억지로 펴다 설치다 하다 모니터 바로 세우다 시간 시간 소비 하다 제품 꺽 늘다 과정 기스 나다
0,집 길이 맞다 구매 하다 낮 쇼파 쓰다 밤 잠도 자다 하다 근대 부품 부분 오다 조립 부품 오다 당황 하다 확인 하다 보내다
1,가격 정도 퀄리티 쿠션 감다 최고
1,재다 재 주문 이다 항상 좋다
0,코스트코 산 프리미엄 두루 마리 잠기다 좀 쓰다 닫다 야하다
1,맛 잇다 아이 먹다
1,생각 조금 어둡다 로 골드 예쁘다 제품 좋다 다음 네이비 구매 하다
0,아이거 입다 벗다 짜증나다 입다 입다 벗다 힘들다 지퍼 만들다 심하다 진쨔 진땀 빼다
1,육질 부드럽다 맛 좋다
0,정말 크다 일반 여자 사람 쓰다 메텔모자 깊다 이상하다 실밥 처리 엉망 요 여행 갈다 때 쓸리다 하다 실패
0,배송 빠르다 자다 받다 아쉽다 느낌 느끼다 괜찮다
0,굳다 굳다 좋다 잘쓰다 중
0,제품 터지다 오다
1,재다 정말 맛있다 추천 하다
1,조립 분 정도 걸리다 공 완전 좋다
1,어린이집 재롱 잔치 땜 사다
0,재다 별로 듯 하다
0,음 산지 벌써 달 가까이 되어다 가구 냄새 머리 찌르다 서랍 매일 열다 놓다 빠지다 않다 완전 싸다 아니다 말
0,방울 먹이다 뚜껑 열다 거꾸로 세우다 분 이상 들다 있다 야하다 정말 불편하다
1,아주 이쁘다 좋다 저렴하다 자다 사다
1,소리 좋다 자다 되다 아이 아주 좋아하다
0,그 지다 그렇다
1,색깔 두께 마음 들다
0,실제 눕다 보다 살이 깔다 려 색상 화면 같다
1,재다 양면 테이프 작업 깔끔하다 음 혹시 하다 매 해봤다 다음 해도 좋다 같다
1,재다 플라스틱 사용 최소 화하다 컵 종이 쓰다 손님 좋아하다
0,나무 거치다 가시 돋다 살 박히다 겁나다 싸다 비지 떡 유일하다 맘 들다 제품
1,생각 고기 정말 크다 맛있다 포장 꼼꼼하다 넘다 만족하다 다음 또 사먹다 같다
0,시계 줄 딸 넣다 두다 핀 안주
0,의자 자체 좋다 배송 오다 때 땅 닫다 지지 감싸다 검정 플라스틱 부분 총 곳 중 곳 완전 부서지다 곳 금 가다 곧 부서지다 조짐 약하다
1,좋다 같다 미라 뭔가 좀더 건강하다 느낌 있다 밥 맛있다 역시 즉석밥 햇반 최고 같다
1,주말 빼다 평일 사무실 하루 빠지다 자다 쓰다 있다 습 닷
0,유리 용다 알 사다 플라스틱 대다 망하다
0,문자 느리다
1,냉장고 넣다 시원하다 자다 사용 있다
0,재다 이상하다 가득 채우다 물이 뚜껑 쪽 새다 다르다 예전 개선 도금 되어다 예 뚜껑 분리 청소
1,쓸다 하다 은근 노캔 기능 쏠쏠하다
1,좋다 제품 배송 빠르다 좋다 다른 추천 싶다 네이버 페이 통해 결재 하다 역시 편하다 좋다
0,완전 배송 최악 자체
0,오뚜기 치즈 볶이 주문 하다 불닭볶음면 치즈 오다 배송 걸리다 받다 문자 통 주다 좋다
0,재다 썩다 있다 크기 차이 많다 그다지 만족하다 실망 이다
0,느리다 배송 응대 불량 해외 배송 살 걸 그렇다
1,빛 크림 구입 하다 잘쓰다
1,가슴 쪽 정사 이즈 같다 배쪽 사이즈 작다 해 제 가슴 작고 배 커서 그렇다
0,조립 편리하다 재단 해주다 고무 망치 안보 내주다 제품 좋다 소비자 약속 조금 소홀하다 들다 하다
1,집 여러 사 두다 엄마 주다 나머지 집 두다
0,나라 게디 배루 대자 추다 달다
0,아기 맞다 얼굴 두드러기 나다 먹이다 뒤일 나다
1,사용 하다 이유 있다 같다 깔끔하다 자석 유용하다 좋다
0,표면 거치다 상처 나무 질 상당하다 나쁘다 사포 사서 다듬다 하다 상품 이다 보다 미챠
0,써다 보지 않다 자다 모르다 자다 쓰다
1,역시 페넬로페 멀다 족 하다
1,향기 있다 좋다 배송 상태 넘다 좋다
1,빠르다 배송 감사 드리다 제품 만족하다 파다
0,삼성 정품 구입 하다 사진 보다 상품 다르다 충전 되다 사용 하다
1,아주 만족하다 의자 받다 이하나 사이즈 틀리다 굳다 뜨다
0,고양이 네로 선택 하다 다른 오다 교환 하다 번거려워 그냥 쓸다
1,막상 받다 보다 지퍼 주머니 때문 아니다 그냥 입다 되다 편하다
1,먹다 되다 같다
0,끼우다 방향 소리 밖 나다 좀 스트레스 툭 건드리다 노래 멈추다 싸구려 싸구려
0,아이 조아하다
0,돈 고산 비싸다 쓰레기
0,자꾸 처지다 현상 있다 제 차 맞다 보다 이다
1,배송 바로 다음 날 받다 빠르다 물건 품절 연락 오다 물건 바로 교체 해주다 서비스 좋다
1,좋다 계속 재다 하다
0,죽다 오다 얼음 녹다
1,남편 넘다 편하다 좋다 입다 지내다
1,친구 선물 주다 냄새 말다 괜찮다 대요 냄새 불호 아쉽다
1,전 괜찮다 같다 엄마 만족하다
1,배송 빠르다 싸다 좋다 구매 하다
0,호텔 근무 하다 진짜 구두 신고 발 아프다 직원 화장실 가다 눈물 질질 흘리다 상품 평이 다르다 왜 쿠션 감 없다 후기 보고 사다 지금 발가락 난리 나다 맘 같다 환불 다르다 사고 싶다 거 신고 내일 또 근무 설 생각 하다 무섭다
1,자 채우다 만족하다
1,자다 사용 하다 또 이용 하다
0,아랄 롱 라이프 구매 하다 부스터 구매 하다 힘 부스터 별반 차이 없다 정숙 성은 롱랑프 비다 현저 떨어지다 부스터 보다 아랄 롱 라이프 좋다 생각 드 부스터 삿네
0,변 자다 나오다 같다 자다 모르다
0,질 그냥 그렇다
1,이렇다 귀엽다 꺽지 자다 들어가다 좋다
0,배송 그닥 빠르다 않다 줄 자꾸 꼬이다 길이 짧다 길이 추가 요청 하다 제작 들어가다 안되다 배송 느리다 일부러 해주다 느낌
0,허리 밴드 돌아가다 밴드 넖 던데
1,그냥 괜찮다
1,체 하다 걱정 없다
1,아주 좋다 또사
0,엘이디 초 개중 무려 개 불량 자칫 하다 이벤트 실패하다 뻔하다 제품 사전 테스트 하다 보내다
1,사진 보다 오다 정말 허다 잡 하다 의집 연예인 집 비슷하다 멋지다 공간 변하다 같다 기분 좋다 감성 느끼다 감사하다
0,힝 생각 밸로
1,넘이뽀 남친 차 달 주다 남다 좋아하다 럭셔리 분위기
1,라인 제일 좋다 거 같다
0,택배 사 포함 배송 늦다
0,상품 설명 나오다 사진 퀄리티 차이나다 도색 대충 되어다 기본 색상 다르다 생각 있다 신분 참고 하다
1,여행 갈다 때 자다 썻습니
1,재다 항상 쓰다 제품 믿다 써다
1,만족하다 초등 학년 사용 하다 가격 대비 좋다 배송 빠르다 다음 날 오다 잘살다 같다 만족하다
0,쿠폰 오지 않다 확인 바라다
0,쓸다 만해
0,품질 별로 임 배송 개다 리
0,크기 크다 하나 쓸다 있다
0,발 크다 양말 작다 어리다 이용 사다
1,역시 대박 계속 재 구매
0,개봉 하다 때 깨지다 가리비 많다 냄새 손질 을해 찜 하다 역겹다 냄새 가나 모두 버리다 물건 보내다 실망 스럽다
0,배송 빠르다 좋다 케이스 도장 벗겨지다 있다
1,튼튼하다 사이즈 아주 맞다 맞다 좋다 조립 아주 빡셌 아주 튼튼하다 같다 색 생각 좀 저렴 해보다 아주 좋다
1,출산 후 쓰다 주문 하다 얼마나 편하다 사용 해보다
0,신맛 넘어서다 맛 나다 둘 모금 먹다 버리다 패키지 이쁘다 기대하다 이하
1,질 좋다 고기 가격 즐기다 있다 대박 요 고기 육질 진짜 맛있다 집 저녁 소주 한잔 하다 정말 좋다 같다 재다 각 이다
1,포장 되다 오다 타다 환심 상태 좋다 타다 공예 재미있다
1,가격 대비 맘 들다 배송 빠르다
0,완전 불만족
1,향 없다 거부 감 먹다 있다
0,그냥 그렇다 생각 컵 무게 없다 튀어나오다
0,쓰다 읍 자마자 꺼내다 움직이다 보다 바로 떨어지다 여 분명하다 홈 파다 방향 움직이다 뭐 가격 저렴하다 별 기대다 하다 읍
0,상해
1,늘 먹다 배송 빠르다 포장 상태 좋다 만족하다
1,맘 들다 시원하다 잘쓰다
1,듀 항상 거만 쓰다
1,좋다 꾸준하다 먹다 가격 저렴하다 배송 빠르다 여 다음 또 주문 하다 오다 수고 하다
0,현지 장날 마트 가다 살다 낫다 액체 나서다 알맹이 집 오니 허물
1,일단 여자친구 선물 준비 하다 마음 들다 하다 좋다
0,넘다 허다 접다 휴지 칸 뽑다 때 뚜껑 열리다 테이프 고정 하다 쓰다 휴지 넣다 때 떼다 붙이
1,배송 빠르다 포장 정말 꼼꼼하다 오다 좋다
0,애쉬 라벤더 사다 머리 초록색 돼다
1,로드 골드 시키다 색상 고급 지다 좋다 크기 좋다
1,김치 생각나다 때 여기 주문
1,재다 츄잉 스타일 먹기 편하다 나이 들다 미네랄 비타민 섭취 신경 쓰다 그 부합 하다 제품 마음 들다
0,깨다 갤럭시 그냥 한번 떨구다 깨지다 아이폰 그냥 러그 위 툭 내다 두다 깨지다 사이드 부분 그냥 손톱 꾹 눌려 깨다
0,소라 새우다 괜찮다 조개류 실망 요 말 그대로 맛 없다 소라 새우다 재다 의사 있다
1,저렴하다 가격 자다 사다 같다 배송 빠르다
1,색감 예쁘다 발랄하다 보이 좋다 만족하다
0,하루 가방 아예 쭉 찢어지다 당황 하다 지금 버리다 야하다 정도 찢어지다 있다
1,잘쓰다 코로나 때문 헬스장 가다
0,재다 구성 않다 좋다 조심하다 사용 하다
0,역시 그 가격 이다 일주일 하다 번 쓰다 박음질 되다 부분 찢어지다
1,지금 사용 있다 물컵 요 물 새다 좋다 리필 제품 교환 하다 자다 쓰다 있다
1,배스 타작 하다 딱이다 말 필요없다
1,삼겹 해 먹다 종이 호일 깔다 생선 거
1,운동 하다 때 좋다 파다
0,구르다 상품 설명 남
1,사장 설명 하다 주심 밝기 생각 좀 아쉽다 점 있다
1,진짜 가성 비 제일 좋다 밥쇽 소지 있다 배 사용 시 이상은 없다 보다 총 찢어지다 소리 나다 하다 그닥 거슬리다 않다 요먼 소린 가하다 거저 거 말 많다 고민 하다 편안하다 저항 잭 사용 안함
0,케이스 좋다 필름 크기 맞다 않다 엉망 요
1,색상 이뿌다 편하다
1,인테리어 효과 있다 포트
1,배송 빠르다 기적 교체 하다 하다 구매 하다
0,배송 이불
1,용량 많다 같다 발리다 같다
0,생각 자다 돼다 매다 바르다 하루 돼다 천원 가량 주다 사기 아깝다
1,그림 예쁘다
0,재다 먹다 토 하다 속상하다
1,아이 항상 좋아하다 간식 이다
1,배송 빠르다 제품 좋다
1,할머니 사용 하다 보내다 드리다
0,전 이다 두번째 구매 거 다른 곳 이다 전 만족하다 임선 곳 구매 하다 이번 맛 연해
1,배송 빠르다 벌 포장 되다 좋다
1,구매 확정 누르다 이따 컵라면 들다 컵라면 맛있다 거 많다 원래 향수 써다 사다 보통 공병 챙기다
0,배송 빠르다 시원하다 않다
0,루 바느질 맘 안 싸다 티나 초딩 아들 선물 하다 구매 하다
1,참치 김치 볶음밥 진리
1,튼튼하다 제품 요
1,거품 풍부하다 정력 좋다 만족하다
0,얼굴 로션 분리 되다 이유 겨울 아이 틀다 거치다 피부 유독 예민하다 엄마 얼굴 로션 타이틀 보고 더 보습 알 사 쓰다 후회 하다 걱정 되다 아침 바르다 얼집 가면 바로 흡수 되다 효과 제로 전 따다 써다
1,말 더 필요하다 최고 이다
1,번 옻칠 되어다 다해 블랙 고급 수저 사다 사용 한지 달 도안 돼다 젓가락 만 칠 벗겨지다 속상하다
1,프로폴리스 면역 믿다 먹다 빠르다 배송 감사 드리다
0,제 좋아하다 향 아니다 거품 적다
1,음질 좋다 차 쓰기 좋다
1,예전 더맵 맛 졋
1,재다 가성 비 제품 좋다
0,덤벨 프레 스 같다 동작 안정감 있다 덤벨 컬 같다 동작 부피 넓다 좀 부자연 스럽다 역시 운동 헬스클럽 하다 하다 느끼다 이건 중고나라 생각 이다
0,골드 개 주문 하다 유통 기한 월 이다 지라 임박 군 좀 넉넉하다 좋다 좀 아쉽다
0,각인 바깥쪽 있다 당연하다 안쪽 있다 생각 메세지 바깥쪽 있다 넘다 당황 스럽다 민망하다 어떻다 하다
0,배송 깨다 일 걸리다
0,별루 집 있다 속옷 더 티 안나 거 슬랙스입 때 자국 요
1,입어보다 않다 일단 넘다 하다 디지다 넘다 이쁘다 남자친구 제일 예쁘다 하다
0,키 이다 알다 키 이다 제 잘못 보다 거 기다 가성 비 별로
0,재다 겨울 여기 개도 넘다 시키다 먹다 사람 이번 개 재다 하다 예전 달라 원래 쫀득함 살다 고구마 말랭이 이다 이번 온 건 그렇다 느낌 하나 없다 퍽퍽 바스라지다 느낌 이다 실망하다
1,두께 좋다 밀리다 않다 때 쏙 자다 빠지다
0,배송 빨르다 재다 때 수치 계속 바 끼다
0,딱하다 추천 하다 그냥 가림 막 쓰다 맞다 싶다 고정 핀 있다 쓸다 일 없다
0,미끼 통 품절 내주다 내용 디테 이다 찾다 보다 만들다 메인 창 사은 품 주다 하다 차다 더럽다 얍 사다 제품 루고 서비스 마인드 거지같다 상술 점 짜다 업체 이다
1,순하다 년 사용 있다 어른 들다 써다 보다
0,촉촉하다 느낌 회 아니다 같다 배송 저녁 늦다 오다 하다 상태 괜찮다 맛 나쁘다 않다
0,다른 과자 브랜드 어른 과자 딱딱하다
1,재질 살짝 비치다 정도 가볍다 좋다 보풀 마 일어나다 좋다
1,상쾌하다 좋다
1,편하다 이쁘다 깔끔하다 예쁘다 설치 하다 두다 전체 창문 가리다 있다 반 가리다 있다 편리하다 커텐 움직 쉬다 고정 되다
1,배송 빠르다 냄새 돟 요
0,날씨 춥다 그렇다 온수 따뜻하다 않다 미지근하다 느낌 이다
0,붙이다 열 받다 장 버리다 자다 붙이다 분 모르다 초보 붙이다 매우 어렵다 포도 생기 열 받다 처음 리뷰 써다 보다
0,전 맛있다 변하다 점액 질 넘다 많다 냄새 넘다 나서다 먹다 버리다 다시다 구매 하다 하다
0,확장 이기다 짧다 구성 약하다 수납 다양하다 않다 주문 개봉 게 아깝다 쓴다
0,무 공 개 주문 하다 박스 개 무 공이 써다 개 제품 오다 시간 없다 그냥 설치 하다 기분 별로
0,정말 최악 이다 원래 후기 자다 쓰다 태국 여행 때 빌리다 하나 터지다 거 이용 하다 돌아다니다 하다
1,진 라서 사실 생강 향 날다 고민 하다 한번 도전 해봤다 달콤하다 향 맛 부드럽다 생강 향 강하다 않다 어렵다 독일 오다 배송 좀 걸리다 하다 좋다
1,보관 편리하다 이렇다 간이 의자 잇다 높다 곳 청소 하다 수월하다 자다 사용 잇다
1,송곳 넘다 귀엽다 이쁘다
0,겨울 쓸다 하다 같다
0,지퍼 자다 올라가다
1,양념 맛있다 질겨
1,재다 벌써 번쨰 시키다 먹다 맛있다 욤
0,음 추가 하다 낮다
1,깔끔하다 자다 지워지다 좋다
1,재다 굿 이다 굵다 좋다
0,아기 안 좋아하다
0,재다 배송 일주일 걸리다
0,손 빨래 하다 샴푸 탁하다 번거롭다 백화점 산 풍기 인견 이불 막 돌리다 구김 도안 가다 시원하다 냄새 도안 나다 이건 정돈 아니다
1,촉촉하다 쫙 스며들다 깔끔하다
1,재다 항상 먹이다 제품
0,금방 벗겨지다 하루
1,선물 하다 아주 만족하다
0,애매하다 토막 내다 보내다 무게 맞추다 짜다 투리 고기 얹다 진 공포 장안 피 검다 얼다 붙다 사다 고기 단맛 먹다 보고 평 하다 손 알다
1,배송 빨 좋다 아이폰 충전 되다 좋다 샤오미 보조 배터리 충전 하다 때 발열 있다 외 만족하다
0,카페 열다 칭찬 하다 사다 싸다 좋다 건 없다 하다 돈 버리다 절대 제품 단순 용이 어디 벽 뚫다 그렇다 절대 안되다 회사 답변 강도 따르다 다르다 말 안되다 소리 이다
1,소리 안나 위생 소리 안나 진짜 맘 들다 생각 가격 있다 놀래다 사두 쓰다 자다 산 같다
0,물건 둘째 포장 상태 안좋다 비닐 작업 하다 마감 하다 박스 안 미역 빠지다 어보 머 기분 상 하다
0,옷 걸이 넘다 길쭉하다 튀어나오다 서문 이반 열리다 반품 하자 반품 비땜 글코 하다 튀어나오다 옷 걸이 부분 자르다 사용 있다 자르다 힘들다
1,사용 전이 커버 없다 듣다 하다 써다 보다 알다 같다
0,택배 보다 현대
0,접착 별로 차라리 걸 돈좀 덥다 싸다 멋 쓰다 좋다
1,차 하다 좋아지다
0,배송 늦다 이번 김장 사용 하다 제품 굿
1,굿굿 요 듣다 안장 쇼 파란 말 나오다 엉덩이 주인 만나다 같다 주문 자마자 연락 서다 예상 배송 일 알다 감사하다
1,재다 가격 착하다 효과 좋다
1,쌀눈 몸 좋다 사서 유리 병 보관 하다
1,개다 요다음 또 매각
1,교정 칫솔 개사 려고 쟁여놧습니당
1,마툴키 짱 바퀴 죽다
0,배송 느리다 배송 일 프로 믿다 말다
0,최악 배송 뭐 로 합
1,입다 사각팬티 입다 하다 저렴하다 구입 하다 가격 대비 좋다 색도 예쁘다 다음 또 의사 있다
1,튼튼하다 일 정도 써다 이상 없다
0,첨 공간 사용 효율 적다 같다 만족하다 하다 설치 후 사용 해보다 선반 넘다 힘 없다 사진 있다 크기 샴푸 두다 개다 선반 내려앉다 쓰러지다 완전 과대 광고 아니다
1,늘 쓰다 제품 얇다 대신 건조 빨르다
0,냉동 그렇다 비렷니 버터 마늘 왕창 넣다 햇 늘다 입다 어요
1,좋다 후기 안좋다 말 잇다 망설이다 저희 받다 튼튼하다 흠 집기 스 없다 좋다 거 어용 파다
1,구매 일주일 정도 써다 후기 사다 일주일 정도 써다 보다 일단 성능 만족하다 허브 다른 기능 써다 보다 않다 속도 정말 빠르다 만족하다
1,세안 후 개운하다 효과 있다 바 보다
0,머리 커서 그렇다 사이즈 작다
0,인덕션 사용 가능하다 구입 하다 인덕션 사용 안되다 반품 하다 싶다 한번 사용 하다 그냥 가스 불 사용 하다 되다 같다
1,지인 선물 용다 또 구매 하다
0,박음질 박음질 돼다 자크 올리다 때 성질 작다 어떻다 모르다 크다 피다 접 땐 힘드다
0,재다 과일 자체 맛 좋다 가격 양 아쉽다 두번째 시키다 먹다 저번 다르다 양 작다
1,가성 비 좋다 배송 빠르다 내용물 알차다
1,이쁘다 기존 쓰다 냥 물 받침 높다 좋다
1,하다 잘쓰다 있다 감사하다
0,걸죽 특유 냄새 먹기 힘드다
1,배송 빠르다 튼튼하다 좋다
0,꿈 치부 왜 딱딱하다 신발 끼다 그냥 빼다
